Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Nature],[Reporting Type],[Sex],[Type of occupation],[Units]
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","26.2","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-0","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","6.6","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-9","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","31.0","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-0","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","6.9","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-9","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","7.3","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-5","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","10.4","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-4","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","7.5","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-7","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","14.5","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-3","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","25.0","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-2","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","24.9","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-1","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","5.9","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-6","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","12.7","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-4","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","21.0","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-3","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","8.6","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-5","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","37.1","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-1","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","14.6","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","28.6","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-0","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","6.9","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-9","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","28.1","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-0","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","32.5","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-1","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","13.7","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","18.4","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-3","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","30.9","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-2","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","11.5","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-4","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","32.9","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-0","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","7.3","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-9","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","9.9","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-8","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","9.5","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-7","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","6.7","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-6","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","40.0","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-2","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","6.4","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-9","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","10.3","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-8","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","9.7","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-7","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","6.8","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-6","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","10.0","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-5","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","6.0","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-6","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","7.5","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-5","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","10.9","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-4","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","15.4","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-3","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","26.2","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-2","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","26.6","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-1","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","12.7","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","7.8","2018","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-7","CUR_LCU"
